123,1899,291.11,1088.34,10.00,10.00
123,1741,777.74,1267.99,10.00,10.00
123,1722,805.08,1276.83,10.00,10.00
123,1587,833.41,1287.32,10.00,10.00
123,1489,406.72,1091.95,10.00,10.00
123,1323,864.75,1298.51,10.00,10.00
124,1899,288.47,1085.42,10.00,10.00
124,1741,772.12,1268.18,10.00,10.00
124,1722,800.10,1277.49,10.00,10.00
124,1587,829.30,1288.55,10.00,10.00
124,1489,400.80,1093.60,10.00,10.00
125,1899,287.07,1082.90,10.00,10.00
125,1741,767.15,1268.49,10.00,10.00
125,1722,795.51,1278.29,10.00,10.00
125,1587,826.64,1290.24,10.00,10.00
126,1899,287.00,1080.90,10.00,10.00
126,1741,762.63,1269.03,10.00,10.00
126,1722,791.33,1279.23,10.00,10.00
127,2048,865.95,1311.10,10.00,10.00
127,1741,758.09,1269.54,10.00,10.00
127,1722,788.00,1280.53,10.00,10.00
128,2048,867.11,1314.83,10.00,10.00
128,1741,753.93,1270.06,10.00,10.00
128,1722,785.96,1282.11,10.00,10.00
129,2096,826.99,1301.72,10.00,10.00
129,2048,868.18,1318.27,10.00,10.00
129,1741,750.80,1271.09,10.00,10.00
130,2123,300.99,1079.32,10.00,10.00
130,2096,828.15,1305.24,10.00,10.00
130,1741,748.75,1272.61,10.00,10.00
131,2126,150.97,1007.69,10.00,10.00
131,2123,305.97,1079.76,10.00,10.00
131,2096,829.72,1309.01,10.00,10.00
132,2168,789.16,1294.22,10.00,10.00
132,2126,154.15,1006.12,10.00,10.00
132,2123,312.35,1080.80,10.00,10.00
132,2096,830.64,1312.52,10.00,10.00
133,2168,790.51,1297.84,10.00,10.00
133,2126,156.94,1004.51,10.00,10.00
133,2123,319.73,1082.24,10.00,10.00
133,2096,830.18,1315.61,10.00,10.00
134,2207,751.63,1283.65,10.00,10.00
134,2168,792.24,1301.40,10.00,10.00
134,2096,827.91,1317.94,10.00,10.00
135,2207,752.86,1286.91,10.00,10.00
135,2168,791.66,1304.10,10.00,10.00
136,2207,753.57,1289.96,10.00,10.00
137,2207,753.51,1292.78,10.00,10.00
138,2290,806.50,1321.38,10.00,10.00
138,2207,751.69,1294.65,10.00,10.00
139,2323,774.46,1308.45,10.00,10.00
139,2290,800.75,1321.91,10.00,10.00
140,2323,769.13,1308.99,10.00,10.00
140,2290,795.21,1322.61,10.00,10.00
141,2323,763.77,1309.38,10.00,10.00
141,2290,789.60,1323.22,10.00,10.00
142,2389,732.35,1296.71,10.00,10.00
142,2323,758.29,1309.77,10.00,10.00
142,2290,784.11,1323.76,10.00,10.00
143,2389,727.02,1296.86,10.00,10.00
143,2323,752.96,1310.21,10.00,10.00
143,2290,778.02,1324.01,10.00,10.00
144,2436,695.43,1282.21,10.00,10.00
144,2389,721.94,1297.04,10.00,10.00
144,2323,747.49,1310.52,10.00,10.00
144,2290,772.18,1324.34,10.00,10.00
145,2436,691.15,1282.63,10.00,10.00
145,2389,716.58,1297.12,10.00,10.00
145,2323,742.15,1310.92,10.00,10.00
145,2290,766.15,1324.49,10.00,10.00
146,2436,686.32,1282.55,10.00,10.00
146,2389,711.20,1297.14,10.00,10.00
146,2323,736.46,1311.03,10.00,10.00
146,2290,760.32,1324.82,10.00,10.00
147,2436,681.57,1282.64,10.00,10.00
147,2389,705.73,1297.07,10.00,10.00
147,2323,730.63,1310.91,10.00,10.00
147,2290,754.30,1324.96,10.00,10.00
148,2436,676.49,1282.59,10.00,10.00
148,2389,700.23,1296.90,10.00,10.00
148,2323,724.70,1310.74,10.00,10.00
148,2290,748.30,1325.16,10.00,10.00
149,2436,670.97,1282.07,10.00,10.00
149,2389,694.81,1296.71,10.00,10.00
149,2323,718.83,1310.59,10.00,10.00
149,2290,741.93,1324.95,10.00,10.00
150,2554,310.22,1025.11,10.00,10.00
150,2436,665.44,1281.64,10.00,10.00
150,2389,688.92,1296.33,10.00,10.00
150,2323,712.85,1310.40,10.00,10.00
150,2290,735.84,1324.98,10.00,10.00
151,2584,636.89,1265.52,10.00,10.00
151,2554,303.17,1025.59,10.00,10.00
151,2436,659.88,1281.05,10.00,10.00
151,2389,683.12,1295.86,10.00,10.00
151,2323,706.71,1310.13,10.00,10.00
151,2290,729.43,1324.64,10.00,10.00
152,2584,631.62,1264.79,10.00,10.00
152,2554,296.53,1024.23,10.00,10.00
152,2436,654.34,1280.51,10.00,10.00
152,2389,677.24,1295.41,10.00,10.00
152,2323,700.72,1309.71,10.00,10.00
152,2290,723.53,1324.68,10.00,10.00
153,2609,201.66,976.71,10.00,10.00
153,2584,626.45,1264.15,10.00,10.00
153,2554,290.21,1021.45,10.00,10.00
153,2436,648.82,1279.74,10.00,10.00
153,2389,671.48,1294.88,10.00,10.00
153,2323,694.56,1309.33,10.00,10.00
153,2290,717.15,1324.25,10.00,10.00
154,2609,199.81,973.08,10.00,10.00
154,2584,621.11,1263.36,10.00,10.00
154,2554,283.97,1017.64,10.00,10.00
154,2436,643.07,1278.92,10.00,10.00
154,2389,665.67,1294.24,10.00,10.00
154,2323,688.52,1308.93,10.00,10.00
154,2290,711.17,1324.01,10.00,10.00
155,2609,198.81,969.92,10.00,10.00
155,2584,615.53,1262.36,10.00,10.00
155,2554,278.39,1013.11,10.00,10.00
155,2436,637.62,1278.26,10.00,10.00
155,2389,660.01,1293.61,10.00,10.00
155,2323,682.61,1308.47,10.00,10.00
155,2290,704.94,1323.78,10.00,10.00
156,2680,921.96,1188.40,10.00,10.00
156,2609,198.28,967.25,10.00,10.00
156,2584,610.22,1261.47,10.00,10.00
156,2436,631.77,1277.39,10.00,10.00
156,2389,653.96,1292.86,10.00,10.00
156,2323,676.75,1307.96,10.00,10.00
156,2290,699.01,1323.58,10.00,10.00
